RegionID,SizeRank,RegionName,RegionType,StateName,State,Metro,CountyName,Date,ZORI
35002,3107,Angier,city,NC,NC,"Fayetteville, NC",Harnett County,30-09-2015,
35002,3107,Angier,city,NC,NC,"Fayetteville, NC",Harnett County,31-10-2015,
35002,3107,Angier,city,NC,NC,"Fayetteville, NC",Harnett County,30-11-2015,
35002,3107,Angier,city,NC,NC,"Fayetteville, NC",Harnett County,31-12-2015,
35002,3107,Angier,city,NC,NC,"Fayetteville, NC",Harnett County,31-01-2016,
35002,3107,Angier,city,NC,NC,"Fayetteville, NC",Harnett County,29-02-2016,
35002,3107,Angier,city,NC,NC,"Fayetteville, NC",Harnett County,31-03-2016,
35002,3107,Angier,city,NC,NC,"Fayetteville, NC",Harnett County,30-04-2016,
35002,3107,Angier,city,NC,NC,"Fayetteville, NC",Harnett County,31-05-2016,
35002,3107,Angier,city,NC,NC,"Fayetteville, NC",Harnett County,30-06-2016,
35002,3107,Angier,city,NC,NC,"Fayetteville, NC",Harnett County,31-07-2016,
35002,3107,Angier,city,NC,NC,"Fayetteville, NC",Harnett County,31-08-2016,
35002,3107,Angier,city,NC,NC,"Fayetteville, NC",Harnett County,30-09-2016,
35002,3107,Angier,city,NC,NC,"Fayetteville, NC",Harnett County,31-10-2016,
35002,3107,Angier,city,NC,NC,"Fayetteville, NC",Harnett County,30-11-2016,
35002,3107,Angier,city,NC,NC,"Fayetteville, NC",Harnett County,31-12-2016,
35002,3107,Angier,city,NC,NC,"Fayetteville, NC",Harnett County,31-01-2017,
35002,3107,Angier,city,NC,NC,"Fayetteville, NC",Harnett County,28-02-2017,
35002,3107,Angier,city,NC,NC,"Fayetteville, NC",Harnett County,31-03-2017,
35002,3107,Angier,city,NC,NC,"Fayetteville, NC",Harnett County,30-04-2017,
35002,3107,Angier,city,NC,NC,"Fayetteville, NC",Harnett County,31-05-2017,
35002,3107,Angier,city,NC,NC,"Fayetteville, NC",Harnett County,30-06-2017,
35002,3107,Angier,city,NC,NC,"Fayetteville, NC",Harnett County,31-07-2017,
